cik,user,fx_user,ir_user,cp_user,year,dm
742275,0,0,0,0,2005,2005m12
742275,0,0,0,0,2006,2006m12
742275,0,0,0,0,2007,2007m12
742275,0,0,0,0,2008,2008m12
742278,0,,,,1996,1996m12
742278,0,,,,1997,1997m12
742278,0,0,0,0,1998,1998m12
742278,0,0,0,0,1999,1999m12
742278,0,0,0,0,2000,2000m12
742278,0,0,0,0,2001,2001m12
742278,0,,,,2002,2002m12
742278,0,,,,2003,2003m12
742278,0,0,0,0,2004,2004m12
742278,0,0,1,0,2005,2005m12
742278,0,0,0,0,2006,2006m12
742278,0,,,,2007,2007m12
742278,1,0,1,0,2008,2008m12
742278,1,0,1,0,2009,2009m12
742278,1,0,1,0,2010,2010m12
742278,1,0,1,0,2011,2011m12
742278,1,0,1,0,2012,2012m12
742278,0,0,1,0,2013,2013m12
742278,0,,,,2014,2014m12
742278,0,,,,2015,2015m12
742278,0,,,,2016,2016m12
742278,0,,,,2017,2017m12
742278,0,,,,2018,2018m12
742278,0,,,,2019,2019m12
742278,0,,,,2020,2020m12
742278,0,0,0,0,2021,2021m12
742278,0,0,0,0,2022,2022m12
742278,0,0,0,0,2023,2023m12
742279,0,0,0,0,1996,1996m12
742279,0,0,0,0,1997,1997m12
742279,0,0,0,0,1998,1998m12
742279,0,0,0,0,1999,1999m12
742279,0,0,0,0,2000,2000m12
742299,0,,,,1996,1996m12
742299,0,,,,1997,1997m12
742299,0,,,,1998,1998m12
742299,0,,,,1999,1999m12
742299,0,,,,2000,2000m12
742299,0,,,,2001,2001m12
742356,0,,,,1996,1996m12
742454,0,,,,1996,1996m11
742550,0,,,,1996,1996m10
742550,0,,,,1997,1997m10
742550,0,0,0,0,1998,1998m10
742550,0,0,0,0,1999,1999m10
742550,0,0,0,0,2000,2000m10
742550,0,0,0,0,2001,2001m10
742550,0,0,1,0,2002,2002m10
742550,1,0,1,0,2003,2003m10
742550,1,0,1,0,2004,2004m10
742550,1,0,1,0,2005,2005m10
742550,0,0,0,0,2006,2006m10
742550,0,0,0,0,2007,2007m10
742550,0,0,0,0,2008,2008m10
742550,0,,,,2009,2009m10
742550,0,,,,2010,2010m10
742679,0,0,0,0,1996,1996m12
742679,0,0,0,0,1997,1997m12
742679,0,0,0,0,1998,1998m12
742679,0,0,0,0,1999,1999m12
742679,0,0,0,0,2000,2000m12
742679,0,0,0,0,2001,2001m12
742679,0,0,0,0,2003,2003m3
742679,0,0,0,0,2003,2003m12
742679,0,0,0,0,2004,2004m12
742679,0,0,0,0,2005,2005m12
742679,0,0,0,0,2006,2006m12
742685,0,0,0,0,1996,1996m12
742685,0,,,,1997,1997m3
742685,0,0,0,0,1998,1998m3
742685,0,0,0,0,1999,1999m3
742685,0,0,0,0,2000,2000m3
742685,0,0,0,0,2001,2001m3
742685,1,0,1,0,2001,2001m12
742685,1,0,1,0,2002,2002m12
742685,1,0,1,0,2003,2003m12
742686,0,0,0,0,1996,1996m7
742686,0,,,,1997,1997m7
742686,0,,,,1998,1998m7
742686,0,,,,1999,1999m7
742686,0,,,,2000,2000m7
742686,0,,,,2001,2001m7
742814,0,,,,1996,1996m12
742814,0,,,,1997,1997m12
742814,0,,,,1998,1998m12
742814,0,0,0,0,1999,1999m12
742814,0,0,0,0,2000,2000m12
742814,0,0,0,0,2001,2001m12
742814,0,,,,2002,2002m12
742814,0,0,0,0,2003,2003m12
742814,0,0,0,0,2004,2004m12
742814,0,0,0,0,2005,2005m12
742814,0,0,0,0,2006,2006m12
742814,0,0,0,0,2007,2007m12
742876,0,,,,1997,1997m12
742876,0,,,,1998,1998m12
742876,0,,,,1999,1999m12
742876,0,0,0,0,2000,2000m12
742876,0,,,,2001,2001m12
743029,0,,,,1996,1996m3
743029,0,0,1,0,1997,1997m3
743029,0,0,1,0,1998,1998m3
743029,1,0,1,0,1999,1999m3
743029,1,0,1,0,2000,2000m3
743051,0,0,0,0,1996,1996m6
743051,0,0,0,0,1997,1997m6
743136,0,0,0,0,1996,1996m12
743136,0,0,0,0,1997,1997m12
743136,0,0,0,0,1998,1998m12
743136,0,0,0,0,1999,1999m12
743238,0,,,,1996,1996m12
743238,0,,,,1997,1997m12
743238,0,,,,1998,1998m12
743238,0,0,0,0,1999,1999m12
743238,0,0,0,0,2000,2000m12
743238,0,0,0,0,2001,2001m12
743238,0,0,0,0,2002,2002m12
743238,0,0,0,0,2003,2003m12
743238,0,0,0,0,2004,2004m12
743238,0,0,0,0,2005,2005m12
743238,0,0,0,0,2006,2006m12
743238,0,0,0,0,2007,2007m12
743238,0,0,0,0,2008,2008m12
743238,0,0,0,0,2009,2009m12
743238,0,,,,2010,2010m12
743238,1,0,0,0,2011,2011m12
743238,0,,,,2012,2012m12
743238,0,,,,2013,2013m12
743238,0,0,0,0,2014,2014m12
743238,0,0,0,0,2015,2015m12
743238,1,0,0,0,2016,2016m12
743238,0,0,0,0,2020,2020m12
743238,0,0,0,0,2021,2021m12
743238,0,0,0,0,2022,2022m12
743238,0,0,0,0,2023,2023m12
743239,0,0,0,0,1996,1996m12
743239,0,0,0,0,1997,1997m12
743239,0,0,0,0,1998,1998m12
743241,0,,,,1996,1996m12
743241,0,,,,1997,1997m12
743241,0,,,,1998,1998m12
743241,0,,,,1999,1999m12
743241,0,,,,2000,2000m12
743241,0,,,,2001,2001m12
743241,0,,,,2002,2002m12
743241,0,,,,2003,2003m12
743241,0,,,,2004,2004m12
743241,0,0,0,0,2005,2005m12
743241,0,0,0,0,2006,2006m12
743241,1,0,0,0,2007,2007m12
743241,1,0,0,0,2008,2008m12
743241,0,0,0,0,2009,2009m12
743241,0,0,0,0,2010,2010m12
743316,0,0,0,0,1996,1996m6
743316,0,0,0,0,1997,1997m6
743316,0,0,0,0,1998,1998m6
743316,0,0,0,0,1999,1999m6
743316,0,0,0,0,2000,2000m6
743316,0,0,0,0,2001,2001m6
743316,1,1,0,0,2002,2002m6
743316,1,1,0,0,2003,2003m6
743316,1,1,0,0,2004,2004m6
743316,1,1,0,0,2005,2005m6
743316,1,1,0,0,2006,2006m6
743316,1,1,0,0,2007,2007m6
743316,1,1,0,0,2008,2008m6
743316,1,1,0,0,2009,2009m6
743316,1,1,0,0,2010,2010m6
743316,1,1,0,0,2011,2011m6
743316,1,1,0,0,2012,2012m6
743316,1,1,0,0,2013,2013m6
743316,1,1,0,0,2014,2014m6
743316,1,1,0,0,2015,2015m6
743316,1,1,0,0,2016,2016m6
743316,1,1,0,0,2017,2017m6
743316,1,1,0,0,2018,2018m6
743316,1,1,0,0,2019,2019m6
743316,1,1,0,0,2020,2020m6
743316,1,1,0,0,2021,2021m6
743366,0,,,,1996,1996m12
743366,0,,,,1997,1997m12
743366,0,,,,1998,1998m12
743366,0,,,,1999,1999m12
743366,0,,,,2000,2000m12
743366,0,,,,2001,2001m12
743366,0,,,,2002,2002m12
743366,0,,,,2003,2003m12
743366,0,,,,2004,2004m12
743366,0,,,,2005,2005m12
743366,0,,,,2006,2006m12
743366,0,,,,2007,2007m12
743366,0,,,,2008,2008m12
743366,0,,,,2009,2009m12
743366,0,,,,2010,2010m12
743366,0,,,,2011,2011m12
743366,0,,,,2012,2012m12
743366,0,,,,2013,2013m12
743366,0,,,,2014,2014m12
743367,0,0,0,0,1996,1996m12
743367,1,0,1,0,1997,1997m12
743367,1,0,1,0,1998,1998m12
743367,0,0,0,0,1999,1999m12
743367,0,0,1,0,2000,2000m12
743367,1,0,1,0,2001,2001m12
743367,1,0,1,0,2002,2002m12
743367,1,0,1,0,2003,2003m12
743367,1,0,1,0,2004,2004m12
743367,1,0,1,0,2005,2005m12
743367,1,0,1,0,2006,2006m12
743367,1,0,1,0,2007,2007m12
743367,1,0,1,0,2008,2008m12
743367,1,0,1,0,2009,2009m12
743367,1,0,1,0,2010,2010m12
743367,1,0,1,0,2011,2011m12
743367,1,0,1,0,2012,2012m12
743367,1,0,1,0,2013,2013m12
743367,1,0,0,0,2014,2014m9
743367,1,0,1,0,2014,2014m12
743367,1,0,1,0,2015,2015m12
743367,1,0,1,0,2016,2016m12
743367,1,0,1,0,2017,2017m12
743367,1,0,1,0,2018,2018m12
743367,1,0,1,0,2019,2019m12
743367,1,0,1,0,2020,2020m12
743367,1,0,1,0,2021,2021m12
743367,1,0,1,0,2022,2022m12
743367,1,0,1,0,2023,2023m12
743368,0,,,,1996,1996m12
743368,0,,,,1997,1997m12
743368,0,0,0,0,1998,1998m12
743368,0,0,0,0,1999,1999m12
743368,0,0,0,0,2000,2000m12
743368,1,0,0,0,2001,2001m12
743368,1,0,0,0,2002,2002m12
743368,1,0,0,1,2003,2003m12
743368,1,0,0,0,2004,2004m12
743368,1,0,0,0,2005,2005m12
743368,1,0,0,0,2006,2006m12
743368,1,1,0,0,2007,2007m12
743397,0,0,0,0,1996,1996m12
743397,0,0,0,0,1997,1997m12
743397,0,0,0,0,1998,1998m12
743397,0,0,0,0,1999,1999m12
743397,0,0,0,0,2000,2000m12
743397,0,0,0,0,2001,2001m12
743397,0,0,0,0,2002,2002m12
743397,0,0,0,0,2003,2003m12
743397,0,0,0,0,2004,2004m12
743397,0,0,0,0,2005,2005m12
743397,0,0,0,0,2006,2006m12
743443,0,0,0,0,1996,1996m12
743443,0,,,,1997,1997m12
743443,0,,,,1998,1998m12
743453,0,,,,1996,1996m12
743453,0,,,,1997,1997m12
743453,0,0,0,0,1998,1998m12
743456,0,,,,1996,1996m12
743456,0,,,,1997,1997m12
743456,0,,,,1998,1998m12
743456,0,,,,1999,1999m12
743456,0,,,,2000,2000m12
743457,0,,,,1996,1996m12
743457,0,,,,1997,1997m12
743457,0,,,,1998,1998m12
743457,0,,,,1999,1999m12
743457,0,,,,2000,2000m12
743475,1,1,1,0,1996,1996m12
743475,0,0,1,0,1997,1997m12
743475,0,0,0,0,1998,1998m12
743532,0,0,0,0,1996,1996m12
743532,0,0,0,0,1997,1997m12
743532,1,0,0,0,1998,1998m12
743532,1,0,0,0,1999,1999m12
743532,1,0,0,0,2000,2000m12
743532,1,0,0,0,2001,2001m12
743532,1,0,1,0,2002,2002m12
743532,1,0,1,0,2003,2003m12
743532,1,0,1,0,2004,2004m12
743532,1,0,1,0,2005,2005m12
743532,1,0,1,0,2006,2006m12
743532,1,0,1,0,2007,2007m12
743758,0,,,,1996,1996m9
743758,0,,,,1997,1997m9
743758,0,0,0,0,1998,1998m9
743758,0,0,0,0,1999,1999m9
743758,0,,,,2000,2000m9
743758,0,,,,2001,2001m9
743758,0,0,0,0,2001,2001m12
743758,0,,,,2002,2002m12
743758,0,0,0,0,2003,2003m6
743758,0,0,0,0,2004,2004m6
743758,0,,,,2005,2005m6
743758,0,0,0,0,2006,2006m6
743758,0,0,0,0,2007,2007m6
743758,0,0,0,0,2008,2008m6
743758,0,0,0,0,2009,2009m6
743758,0,0,0,0,2010,2010m6
743758,0,0,0,0,2011,2011m6
743758,0,0,0,0,2012,2012m6
743758,0,0,0,0,2013,2013m6
743758,1,0,0,0,2014,2014m6
743758,1,0,0,0,2015,2015m6
743758,1,0,0,0,2016,2016m6
743758,0,0,0,0,2017,2017m6
743758,0,0,0,0,2017,2017m12
743758,0,0,0,0,2018,2018m12
743758,1,0,0,0,2019,2019m12
743758,0,0,0,0,2020,2020m12
743758,0,0,0,0,2021,2021m12
743758,0,0,0,0,2022,2022m12
743870,0,,,,1996,1996m12
743870,0,,,,1997,1997m12
743870,0,,,,1998,1998m12
743870,0,0,0,0,1999,1999m12
743870,0,0,0,0,2000,2000m12
743870,0,0,0,0,2001,2001m12
743870,0,,,,2002,2002m12
743870,0,0,0,0,2003,2003m12
743870,0,0,0,0,2004,2004m12
743870,0,0,0,0,2005,2005m12
743870,0,0,0,0,2006,2006m12
743870,0,0,0,0,2007,2007m12
743870,1,0,0,0,2008,2008m12
743870,0,0,0,0,2009,2009m12
743870,0,0,0,0,2010,2010m12
743870,0,0,0,0,2011,2011m12
743870,0,0,0,0,2012,2012m12
743870,0,0,0,0,2013,2013m12
743870,0,0,0,0,2014,2014m12
743870,0,0,0,0,2015,2015m12
743870,0,,,,2016,2016m12
743871,0,,,,1997,1997m1
743871,0,,,,1998,1998m1
743872,0,1,0,0,1996,1996m12
743872,1,1,0,0,1997,1997m12
743872,1,0,0,0,1998,1998m12
743872,1,0,0,0,1999,1999m12
743872,1,0,0,0,2000,2000m12
743884,0,,,,1996,1996m12
743884,0,,,,1997,1997m12
743884,0,0,0,0,1998,1998m12
743884,0,0,0,0,1999,1999m12
743884,0,0,0,0,2000,2000m12
743884,0,0,0,0,2001,2001m12
743884,0,,,,2002,2002m12
743884,0,,,,2003,2003m12
743884,0,,,,2004,2004m12
743884,0,0,0,0,2005,2005m12
743884,0,0,0,0,2006,2006m12
743884,0,0,0,0,2007,2007m12
743988,1,1,0,0,1996,1996m3
743988,1,1,0,0,1997,1997m3
743988,1,1,1,0,1998,1998m3
743988,1,1,1,0,1999,1999m3
743988,1,1,1,0,2000,2000m3
743988,1,1,0,0,2001,2001m3
743988,1,0,0,0,2002,2002m3
743988,1,0,0,0,2003,2003m3
743988,1,0,0,0,2004,2004m3
743988,0,0,0,0,2005,2005m3
743988,0,0,0,0,2006,2006m3
743988,1,0,0,0,2007,2007m3
743988,1,0,0,0,2008,2008m3
743988,1,1,0,0,2009,2009m3
743988,1,1,0,0,2010,2010m3
743988,1,1,1,0,2011,2011m3
743988,1,1,1,0,2012,2012m3
743988,1,1,1,0,2013,2013m3
743988,1,1,0,0,2014,2014m3
743988,1,1,0,0,2015,2015m3
743988,1,1,0,0,2016,2016m3
743988,1,1,0,0,2017,2017m3
743988,1,1,1,0,2018,2018m3
743988,1,1,1,0,2019,2019m3
743988,1,1,1,0,2020,2020m3
743988,1,1,0,0,2021,2021m3
744106,0,,,,1996,1996m8
744106,0,,,,1997,1997m8
744106,0,0,0,0,1998,1998m8
744106,0,0,0,0,1999,1999m8
744106,0,0,0,0,2000,2000m8
744106,0,0,0,0,2001,2001m8
744106,0,0,0,0,2002,2002m8
744106,1,0,0,0,2003,2003m8
744106,0,0,0,0,2004,2004m12
744106,0,0,0,0,2005,2005m12
744106,1,0,0,0,2006,2006m12
744126,0,0,0,0,1996,1996m12
744126,0,0,0,0,1997,1997m12
744126,0,0,0,0,1998,1998m12
744126,0,0,0,0,1999,1999m12
744126,0,0,0,0,2000,2000m12
744126,0,0,0,0,2001,2001m12
744126,0,0,0,0,2002,2002m12
744126,0,0,0,0,2003,2003m12
744126,0,0,0,0,2004,2004m12
744126,0,0,0,0,2005,2005m12
744126,1,0,0,0,2006,2006m12
744126,0,0,0,0,2007,2007m12
744126,1,0,1,0,2008,2008m12
744126,1,0,1,0,2009,2009m12
744187,0,0,0,0,1999,1999m1
744187,0,0,0,0,2000,2000m1
744187,0,0,0,0,2001,2001m1
744187,0,0,0,0,2002,2002m1
744187,0,,,,2003,2003m1
744187,0,,,,2004,2004m1
744187,0,,,,2005,2005m1
744187,0,,,,2006,2006m1
744187,0,0,0,0,2007,2007m1
744187,1,0,1,0,2008,2008m1
744187,1,0,1,0,2009,2009m1
744187,1,0,1,0,2010,2010m1
744187,1,0,1,0,2011,2011m1
744187,1,0,1,0,2012,2012m1
744187,1,0,1,0,2013,2013m1
744187,1,0,1,0,2014,2014m1
744187,1,0,1,0,2015,2015m1
744187,1,0,1,1,2016,2016m1
744187,1,0,1,1,2017,2017m1
744187,1,0,0,1,2018,2018m1
744187,1,0,0,1,2019,2019m1
744187,1,0,0,1,2020,2020m1
744187,1,0,0,1,2021,2021m1
744187,1,0,0,1,2022,2022m1
744187,1,0,0,1,2023,2023m1
744187,1,0,0,1,2024,2024m1
744218,0,0,0,0,1996,1996m12
744218,0,0,0,0,1997,1997m12
744218,0,0,0,0,1998,1998m12
744218,0,0,0,0,1999,1999m12
744218,0,0,0,0,2000,2000m12
744218,0,0,0,0,2001,2001m12
744218,0,0,0,0,2002,2002m12
744218,0,0,0,0,2003,2003m12
744218,0,0,0,0,2004,2004m12
744218,0,0,0,0,2005,2005m12
744218,0,0,0,0,2006,2006m12
744218,0,0,0,0,2007,2007m12
744218,0,0,0,0,2008,2008m12
744218,0,0,0,0,2009,2009m12
744218,0,0,0,0,2010,2010m12
744218,0,0,0,0,2011,2011m12
744218,0,0,0,0,2012,2012m12
744218,0,0,0,0,2013,2013m12
744218,0,0,0,0,2014,2014m12
744218,0,0,0,0,2015,2015m12
744218,0,0,0,0,2016,2016m12
744218,0,0,0,0,2017,2017m12
744218,0,0,0,0,2018,2018m12
744218,0,0,0,0,2019,2019m12
744218,0,0,0,0,2020,2020m12
744218,0,0,0,0,2021,2021m12
744218,0,0,0,0,2022,2022m12
744218,0,0,0,0,2023,2023m12
744437,0,0,0,0,1997,1997m12
744437,0,0,0,0,1998,1998m12
744452,0,,,,1997,1997m12
744452,0,,,,1998,1998m12
744452,0,,,,1999,1999m12
744452,0,,,,2000,2000m12
744452,0,,,,2001,2001m12
744452,0,0,0,0,2003,2003m9
744452,0,0,0,0,2004,2004m9
744452,0,0,0,0,2005,2005m9
744452,1,0,0,0,2006,2006m9
744452,1,0,0,0,2007,2007m9
744452,1,0,0,0,2008,2008m9
744452,0,0,0,0,2009,2009m9
744452,0,0,0,0,2010,2010m9
744452,0,0,0,0,2011,2011m9
744452,0,0,0,0,2012,2012m9
744452,0,0,0,0,2013,2013m9
744452,0,0,0,0,2014,2014m9
744452,0,0,0,0,2015,2015m9
744452,0,0,0,0,2016,2016m9
744452,0,0,0,0,2017,2017m9
744452,0,0,0,0,2018,2018m9
744452,0,0,0,0,2019,2019m9
744452,0,0,0,0,2020,2020m9
744452,0,0,0,0,2021,2021m9
744452,0,0,0,0,2022,2022m9
744452,0,0,0,0,2023,2023m9
744455,1,0,1,0,1996,1996m12
744455,1,0,1,0,1997,1997m12
744455,1,0,1,0,1998,1998m12
744455,1,0,1,0,1999,1999m12
744455,1,0,1,0,2000,2000m12
744455,1,0,1,0,2001,2001m12
744455,1,0,1,0,2002,2002m12
744455,1,0,1,0,2003,2003m12
744455,1,0,1,0,2004,2004m12
744455,1,0,1,0,2005,2005m12
744455,1,0,1,0,2006,2006m12
744455,1,0,1,0,2007,2007m12
744455,1,0,1,0,2008,2008m12
744455,1,0,1,0,2009,2009m12
744455,1,0,1,0,2010,2010m12
744455,1,1,1,0,2011,2011m12
744455,1,1,1,0,2012,2012m12
744455,1,1,1,0,2013,2013m12
744455,1,1,1,0,2014,2014m12
744455,1,1,1,0,2015,2015m12
744455,1,1,1,0,2016,2016m12
744455,1,1,1,0,2017,2017m12
744485,0,0,0,0,1996,1996m12
744485,0,0,0,0,1997,1997m12
744485,0,0,0,0,1998,1998m12
744485,0,0,0,0,1999,1999m12
744485,0,0,0,0,2000,2000m12
744485,0,0,0,0,2001,2001m12
744485,0,0,0,0,2002,2002m12
744485,0,0,0,0,2003,2003m12
744485,0,0,0,0,2004,2004m12
744485,0,0,0,0,2005,2005m12
744485,0,0,0,0,2006,2006m12
744485,0,0,0,0,2007,2007m12
744485,0,0,0,0,2008,2008m12
744485,0,0,0,0,2009,2009m12
744485,0,0,0,0,2010,2010m12
744485,0,0,0,0,2011,2011m12
744485,0,0,0,0,2012,2012m12
744500,0,,,,1996,1996m4
744500,0,,,,1997,1997m4
744500,0,,,,1998,1998m4
744500,0,0,0,0,1999,1999m4
744500,0,0,0,0,2000,2000m4
744500,0,0,0,0,2002,2002m4
744667,0,0,0,0,2000,2000m11
744667,0,0,0,0,2001,2001m11
744667,0,0,0,0,2002,2002m11
744667,0,0,0,0,2003,2003m11
744667,0,0,0,0,2004,2004m10
744667,0,0,0,0,2005,2005m11
744667,0,0,0,0,2006,2006m11
744667,0,0,0,0,2007,2007m11
744695,0,0,0,0,2008,2008m3
744695,1,0,0,1,2008,2008m12
744765,0,,,,1996,1996m12
744765,0,,,,1997,1997m12
744765,0,,,,1998,1998m12
744765,0,,,,1999,1999m12
744765,0,,,,2000,2000m12
744765,0,,,,2001,2001m12
744765,0,0,0,0,2002,2002m12
744765,0,0,0,0,2003,2003m12
744765,0,0,0,0,2004,2004m12
744765,0,0,0,0,2005,2005m12
744766,0,,,,1996,1996m12
744766,0,,,,1997,1997m12
744766,0,0,0,0,1998,1998m12
744766,0,0,0,0,1999,1999m12
744766,0,,,,2000,2000m12
744766,0,,,,2001,2001m12
744778,0,0,0,0,1996,1996m6
744778,0,0,0,0,1997,1997m6
744778,0,0,1,0,1998,1998m6
744778,0,0,0,0,1999,1999m6
744778,1,0,1,0,2000,2000m6
744778,1,0,1,0,2000,2000m12
744778,1,0,1,0,2001,2001m12
744778,1,0,1,0,2002,2002m12
744778,1,0,1,0,2003,2003m12
744778,1,0,1,0,2004,2004m12
744786,0,,,,1996,1996m12
744786,0,,,,1997,1997m12
744786,0,,,,1998,1998m12
744786,0,,,,1999,1999m12
744786,0,,,,2000,2000m12
744786,0,0,0,0,2001,2001m12
744786,0,0,0,0,2002,2002m12
744786,0,0,0,0,2003,2003m12
744786,0,0,0,0,2004,2004m12
744786,0,0,0,0,2005,2005m12
744786,0,0,0,0,2006,2006m12
744786,0,0,0,0,2007,2007m12
744786,0,0,0,0,2008,2008m12
744786,0,0,0,0,2009,2009m12
744786,0,0,0,0,2010,2010m12
744825,0,,,,1996,1996m12
744825,0,,,,1997,1997m12
744825,0,,,,1998,1998m12
744825,0,,,,1999,1999m12
744825,0,0,0,0,2000,2000m12
744825,0,,,,2001,2001m12
744825,0,0,0,0,2002,2002m12
744825,0,0,0,0,2003,2003m12
744825,0,0,0,0,2004,2004m12
744825,0,0,0,0,2005,2005m12
744825,0,0,0,0,2006,2006m12
744825,0,0,0,0,2007,2007m12
744825,0,0,0,0,2008,2008m12
744825,0,0,0,0,2009,2009m12
744825,0,0,0,0,2010,2010m12
744825,0,0,0,0,2011,2011m12
744825,0,0,0,0,2012,2012m12
744825,0,0,0,0,2013,2013m12
744825,0,0,0,0,2014,2014m12
744825,0,0,0,0,2015,2015m12
744825,0,0,0,0,2016,2016m12
744825,0,0,0,0,2017,2017m12
744825,0,0,0,0,2018,2018m12
744825,0,0,0,0,2019,2019m12
744825,0,0,0,0,2020,2020m12
744825,0,0,0,0,2021,2021m12
744825,0,0,0,0,2022,2022m12
744825,0,,,,2023,2023m12
744962,0,0,0,0,1996,1996m6
744962,0,,,,1997,1997m6
744962,0,0,0,0,1998,1998m6
744962,1,0,0,0,1999,1999m6
744962,1,0,0,0,2000,2000m6
744962,0,0,0,0,2001,2001m6
744962,0,0,0,0,2002,2002m6
744962,0,0,0,0,2003,2003m6
744962,0,0,0,0,2004,2004m6
744962,0,0,0,0,2005,2005m6
744962,0,0,0,0,2006,2006m6
744962,0,0,0,0,2007,2007m6
744962,0,0,0,0,2008,2008m6
744962,0,,,,2009,2009m6
744962,0,,,,2010,2010m6
744962,0,,,,2011,2011m6
745026,0,0,0,0,1998,1998m9
745026,0,,,,1999,1999m9
745026,0,0,0,0,2000,2000m9
745026,0,0,0,0,2001,2001m12
745026,0,0,0,0,2002,2002m12
745026,0,0,0,0,2003,2003m12
745026,0,0,0,0,2004,2004m12
745026,0,0,0,0,2005,2005m12
745061,0,,,,1996,1996m12
745061,0,,,,1997,1997m12
745061,0,0,0,0,1998,1998m12
745061,0,0,0,0,1999,1999m12
745061,0,0,0,0,2000,2000m12
745061,0,0,0,0,2001,2001m12
745061,0,0,0,0,2002,2002m12
745061,0,0,0,0,2003,2003m12
745061,0,0,0,0,2004,2004m12
745061,0,0,0,0,2005,2005m12
745061,0,0,0,0,2006,2006m12
745083,0,0,0,0,1996,1996m12
745083,0,,,,1997,1997m12
745083,0,0,0,0,1998,1998m12
745083,0,0,0,0,1999,1999m12
745083,0,0,0,0,2000,2000m12
745083,0,0,0,0,2003,2003m12
745083,0,0,0,0,2004,2004m12
745083,0,0,0,0,2005,2005m12
745083,0,0,0,0,2006,2006m12
745084,0,,,,2001,2001m12
745084,0,,,,2002,2002m12
745084,0,0,0,0,2003,2003m12
745084,0,,,,2004,2004m12
745084,1,0,0,0,2005,2005m12
745087,0,,,,1996,1996m12
745087,0,,,,1997,1997m12
745087,0,0,0,0,1998,1998m12
745113,0,0,0,0,1996,1996m12
745113,0,0,0,0,1997,1997m12
745113,1,0,0,0,1998,1998m12
745113,1,0,0,0,1999,1999m12
745113,1,0,0,0,2000,2000m12
745113,1,0,0,1,2001,2001m12
745140,0,,,,1996,1996m12
745140,0,,,,1997,1997m12
745140,0,0,0,0,1998,1998m12
745140,0,0,0,0,1999,1999m12
745143,0,,,,1996,1996m12
745143,0,,,,1997,1997m12
745143,0,,,,1998,1998m12
745143,0,,,,1999,1999m12
745143,0,,,,2000,2000m12
745143,0,,,,2001,2001m12
745143,0,,,,2002,2002m12
745143,0,0,0,0,2003,2003m12
745143,0,0,0,0,2004,2004m12
745167,0,,,,1996,1996m12
745167,0,,,,1997,1997m12
745167,0,0,0,0,1998,1998m12
745167,0,0,0,0,1999,1999m12
745274,1,0,1,0,1996,1996m6
745274,1,0,1,0,1997,1997m6
745274,0,0,0,0,1998,1998m6
745274,1,0,1,0,1999,1999m6
745274,0,0,0,0,2000,2000m6
745274,0,0,0,0,2001,2001m6
745274,0,0,0,0,2002,2002m6
745274,1,0,0,0,2003,2003m6
745274,1,0,1,0,2004,2004m6
745274,1,0,1,0,2005,2005m6
745274,1,0,1,0,2006,2006m6
745276,0,,,,1996,1996m12
745276,0,,,,1997,1997m12
745287,0,0,0,0,1996,1996m12
745287,0,0,0,0,1997,1997m12
745287,0,0,1,0,1998,1998m12
745287,0,0,1,0,1999,1999m12
745287,0,0,0,0,2000,2000m12
745287,0,0,0,0,2001,2001m12
745287,1,1,1,0,2002,2002m12
745287,1,1,1,0,2003,2003m12
745287,1,1,1,0,2004,2004m12
745302,0,,,,1996,1996m12
745302,0,,,,1997,1997m12
745302,0,,,,1998,1998m12
745302,0,,,,1999,1999m12
745302,0,,,,2000,2000m12
745302,0,,,,2001,2001m12
745302,0,0,0,0,2002,2002m12
745302,0,0,0,0,2003,2003m12
745308,0,,,,1996,1996m12
745308,0,0,0,0,1997,1997m12
745308,0,0,0,0,1998,1998m12
745308,0,0,0,0,1999,1999m12
745308,0,0,0,0,2000,2000m12
745308,1,0,0,0,2001,2001m12
745308,1,0,1,0,2002,2002m12
745308,0,0,0,0,2003,2003m12
745308,0,0,0,0,2004,2004m12
745308,0,,,,2005,2005m12
745308,0,0,0,0,2006,2006m12
745308,1,0,0,0,2007,2007m12
745308,1,0,0,0,2008,2008m12
745308,0,0,0,0,2009,2009m12
745308,0,0,0,0,2010,2010m12
745308,0,0,0,0,2011,2011m12
745308,0,0,0,0,2012,2012m12
745308,0,,,,2013,2013m12
745308,0,,,,2014,2014m12
745308,0,,,,2015,2015m12
745308,0,,,,2016,2016m12
745308,0,,,,2017,2017m12
745308,0,,,,2018,2018m12
745308,1,0,1,0,2019,2019m12
745308,1,0,1,0,2020,2020m12
745308,1,0,1,0,2021,2021m12
745308,1,0,1,0,2022,2022m12
745308,1,0,1,0,2023,2023m12
745344,0,,,,1996,1996m12
745344,0,,,,1997,1997m12
745344,0,0,0,0,1998,1998m12
745344,0,0,0,0,1999,1999m12
745344,0,0,0,0,2000,2000m12
745344,0,,,,2001,2001m12
745344,0,,,,2002,2002m12
745344,0,,,,2003,2003m12
745344,0,0,0,0,2004,2004m12
745344,0,,,,2005,2005m12
745345,0,,,,2000,2000m12
745379,0,,,,1996,1996m12
745379,0,0,0,0,1997,1997m12
745379,0,0,1,0,1998,1998m12
745379,1,0,1,0,1999,1999m12
745379,1,0,1,0,2000,2000m12
745394,0,0,0,0,1996,1996m12
745394,0,0,0,0,1997,1997m12
745394,0,0,0,0,1998,1998m12
745394,0,0,1,0,1999,1999m12
745394,0,0,1,0,2000,2000m12
