cik,user,fx_user,ir_user,cp_user,year,dm
1091983,0,0,0,0,2012,2012m12
1091983,0,0,0,0,2013,2013m12
1091983,0,0,0,0,2014,2014m12
1091983,0,0,0,0,2015,2015m12
1091983,0,0,0,0,2016,2016m12
1091983,0,0,0,0,2017,2017m12
1091983,0,0,0,0,2018,2018m12
1092006,0,0,0,0,1999,1999m9
1092006,0,,,,2000,2000m9
1092006,0,,,,2001,2001m9
1092006,0,,,,2002,2002m9
1092006,0,,,,2003,2003m9
1092006,0,,,,2004,2004m9
1092006,0,,,,2005,2005m9
1092006,0,0,0,0,2006,2006m9
1092006,0,,,,2007,2007m9
1092006,0,,,,2008,2008m9
1092013,0,0,0,0,1999,1999m12
1092013,0,0,0,0,2000,2000m12
1092013,0,0,0,0,2001,2001m12
1092013,0,,,,2002,2002m12
1092013,0,,,,2003,2003m12
1092013,0,,,,2004,2004m12
1092013,0,,,,2005,2005m12
1092013,0,0,0,0,2006,2006m12
1092013,1,0,0,0,2007,2007m12
1092015,0,0,0,0,1999,1999m12
1092015,1,0,0,0,2000,2000m12
1092015,1,0,0,0,2001,2001m12
1092050,0,,,,1999,1999m12
1092050,0,,,,2000,2000m3
1092050,0,0,0,0,2000,2000m12
1092050,0,,,,2001,2001m12
1092050,0,,,,2002,2002m12
1092050,0,0,0,0,2003,2003m12
1092050,0,0,0,0,2004,2004m12
1092050,0,0,0,0,2005,2005m12
1092050,0,0,0,0,2006,2006m12
1092050,0,0,0,0,2007,2007m12
1092065,0,,,,1999,1999m12
1092083,0,,,,1999,1999m12
1092083,0,,,,2000,2000m12
1092083,0,,,,2001,2001m12
1092083,0,,,,2002,2002m12
1092083,0,,,,2003,2003m12
1092083,0,,,,2004,2004m12
1092083,0,,,,2005,2005m12
1092083,0,0,0,0,2006,2006m12
1092083,0,0,0,0,2007,2007m12
1092083,1,0,0,0,2008,2008m12
1092083,0,0,0,0,2009,2009m12
1092083,0,0,0,0,2010,2010m12
1092098,1,0,1,0,1999,1999m12
1092099,0,0,0,0,1999,1999m12
1092099,0,0,0,0,2000,2000m12
1092099,0,0,0,0,2001,2001m12
1092099,0,0,0,0,2002,2002m12
1092099,0,0,0,0,2003,2003m12
1092099,0,0,0,0,2004,2004m12
1092099,0,0,0,0,2005,2005m12
1092099,0,0,0,0,2006,2006m12
1092105,0,,,,2000,2000m12
1092105,0,0,0,0,2001,2001m12
1092105,0,,,,2002,2002m12
1092105,0,,,,2003,2003m12
1092105,0,,,,2004,2004m12
1092105,0,,,,2005,2005m12
1092197,0,,,,1999,1999m12
1092197,0,0,0,0,2000,2000m12
1092197,0,0,0,0,2001,2001m12
1092197,0,0,0,0,2002,2002m12
1092197,0,0,0,0,2003,2003m12
1092233,0,,,,2001,2001m12
1092283,0,0,0,0,2000,2000m12
1092283,0,,,,2001,2001m12
1092283,0,,,,2002,2002m12
1092283,0,0,0,0,2003,2003m12
1092283,0,,,,2004,2004m12
1092283,0,,,,2005,2005m12
1092283,0,0,0,0,2006,2006m12
1092283,0,,,,2007,2007m12
1092289,0,0,0,0,2008,2008m12
1092289,1,0,0,1,2009,2009m12
1092289,1,0,0,1,2010,2010m12
1092289,1,0,0,1,2011,2011m12
1092289,1,0,0,1,2012,2012m12
1092289,1,0,0,1,2013,2013m12
1092289,1,0,0,1,2014,2014m12
1092289,1,0,0,1,2015,2015m12
1092289,1,0,0,1,2016,2016m12
1092289,1,0,0,1,2017,2017m12
1092289,1,1,0,1,2018,2018m12
1092289,1,0,0,1,2019,2019m12
1092299,0,,,,1999,1999m12
1092299,0,0,0,0,2000,2000m12
1092302,0,0,0,0,1999,1999m12
1092302,0,0,0,0,2000,2000m12
1092302,0,,,,2001,2001m12
1092302,0,,,,2002,2002m12
1092302,0,,,,2003,2003m12
1092302,0,,,,2004,2004m12
1092302,0,,,,2005,2005m12
1092302,0,0,0,0,2006,2006m12
1092302,1,0,0,0,2007,2007m12
1092302,1,0,0,0,2008,2008m12
1092302,1,0,0,0,2009,2009m12
1092303,0,,,,1999,1999m12
1092310,0,0,0,0,1999,1999m12
1092310,0,0,0,0,2001,2001m3
1092319,0,0,0,0,2000,2000m3
1092319,1,0,1,0,2000,2000m12
1092319,1,0,1,0,2001,2001m12
1092325,0,0,0,0,1999,1999m12
1092367,0,0,0,0,2000,2000m7
1092367,0,0,0,0,2001,2001m7
1092367,0,0,0,0,2002,2002m7
1092367,0,0,0,0,2003,2003m7
1092367,0,0,0,0,2004,2004m7
1092367,0,0,0,0,2005,2005m7
1092367,0,0,0,0,2006,2006m7
1092367,0,0,0,0,2007,2007m7
1092367,0,0,0,0,2008,2008m7
1092367,0,0,0,0,2009,2009m7
1092367,0,0,0,0,2010,2010m7
1092367,0,0,0,0,2011,2011m7
1092367,0,0,0,0,2012,2012m7
1092367,0,,,,2013,2013m7
1092367,0,,,,2014,2014m7
1092367,0,,,,2015,2015m7
1092367,0,,,,2016,2016m7
1092393,0,,,,1999,1999m12
1092435,0,0,0,0,2001,2001m12
1092435,0,0,0,0,2002,2002m12
1092436,0,0,0,0,2000,2000m12
1092436,0,0,0,0,2002,2002m12
1092448,0,0,0,0,2000,2000m12
1092448,0,0,0,0,2001,2001m12
1092448,0,0,0,0,2002,2002m12
1092448,0,0,0,0,2003,2003m12
1092448,0,0,0,0,2004,2004m12
1092448,1,0,0,0,2005,2005m12
1092448,0,0,0,0,2006,2006m12
1092448,0,0,0,0,2007,2007m12
1092448,1,0,0,0,2008,2008m12
1092448,0,0,0,0,2009,2009m12
1092448,1,0,0,0,2010,2010m12
1092455,0,0,0,0,1999,1999m12
1092455,0,,,,2000,2000m12
1092455,0,,,,2001,2001m12
1092455,0,,,,2002,2002m12
1092455,0,,,,2003,2003m12
1092455,0,,,,2004,2004m12
1092455,0,0,0,0,2005,2005m12
1092455,0,0,0,0,2006,2006m12
1092455,0,0,0,0,2007,2007m12
1092458,0,0,0,0,1999,1999m12
1092458,0,0,0,0,2000,2000m12
1092458,0,0,0,0,2001,2001m12
1092458,0,0,0,0,2002,2002m12
1092458,0,0,0,0,2003,2003m12
1092458,0,0,0,0,2004,2004m12
1092458,0,0,0,0,2005,2005m12
1092458,0,0,0,0,2006,2006m12
1092458,0,0,0,0,2007,2007m12
1092479,0,0,0,0,1999,1999m12
1092479,0,0,0,0,2000,2000m12
1092481,0,0,0,0,1996,1996m12
1092481,0,0,0,0,1999,1999m12
1092481,0,0,0,0,2000,2000m12
1092492,0,0,0,0,2000,2000m12
1092492,0,0,0,0,2001,2001m12
1092492,0,,,,2002,2002m12
1092492,0,0,0,0,2003,2003m12
1092492,0,,,,2004,2004m12
1092492,0,,,,2005,2005m12
1092492,0,0,0,0,2006,2006m12
1092492,0,0,0,0,2007,2007m12
1092492,0,0,0,0,2008,2008m12
1092492,0,0,0,0,2009,2009m12
1092492,0,0,0,0,2010,2010m12
1092492,0,0,0,0,2011,2011m12
1092492,0,0,0,0,2012,2012m12
1092494,0,0,0,0,1999,1999m12
1092494,0,0,0,0,2000,2000m12
1092494,0,0,0,0,2001,2001m12
1092531,0,,,,1999,1999m12
1092531,0,,,,2000,2000m12
1092531,0,,,,2001,2001m12
1092531,0,,,,2002,2002m12
1092531,0,0,0,0,2003,2003m12
1092534,0,0,0,0,2001,2001m5
1092534,0,0,0,0,2002,2002m5
1092534,0,0,0,0,2003,2003m7
1092534,0,0,0,0,2004,2004m5
1092534,0,0,0,0,2005,2005m5
1092534,0,0,0,0,2006,2006m5
1092534,1,0,0,0,2007,2007m5
1092536,0,,,,1999,1999m12
1092536,0,0,0,0,2000,2000m12
1092536,0,0,0,0,2001,2001m12
1092536,0,0,0,0,2002,2002m12
1092562,0,,,,2001,2001m12
1092562,0,,,,2002,2002m12
1092562,0,0,0,0,2003,2003m12
1092562,0,0,0,0,2004,2004m12
1092562,0,0,0,0,2005,2005m12
1092562,0,0,0,0,2006,2006m12
1092562,0,0,0,0,2007,2007m12
1092562,0,0,0,0,2008,2008m12
1092562,0,0,0,0,2009,2009m12
1092562,1,0,0,0,2010,2010m12
1092562,1,0,0,0,2011,2011m12
1092570,0,0,0,0,1999,1999m12
1092570,0,0,0,0,2000,2000m12
1092570,0,0,0,0,2001,2001m12
1092570,0,,,,2002,2002m12
1092570,0,0,0,0,2003,2003m12
1092570,0,,,,2004,2004m12
1092570,0,,,,2005,2005m12
1092570,0,0,0,0,2006,2006m12
1092570,0,0,0,0,2007,2007m12
1092570,0,,,,2008,2008m12
1092570,0,,,,2009,2009m12
1092570,0,,,,2010,2010m12
1092570,0,,,,2011,2011m12
1092570,0,,,,2012,2012m12
1092570,0,0,0,0,2013,2013m12
1092570,0,0,0,0,2014,2014m12
1092570,0,0,0,0,2015,2015m12
1092570,0,0,0,0,2016,2016m12
1092570,0,0,0,0,2017,2017m12
1092570,0,0,0,0,2018,2018m12
1092570,0,0,0,0,2019,2019m12
1092570,0,0,0,0,2020,2020m12
1092570,0,0,0,0,2021,2021m12
1092570,0,0,0,0,2022,2022m12
1092570,0,0,0,0,2023,2023m12
1092574,0,0,0,0,2000,2000m3
1092605,0,0,0,0,1999,1999m12
1092605,0,0,0,0,2000,2000m12
1092605,0,0,0,0,2001,2001m12
1092605,0,0,0,0,2002,2002m12
1092605,0,0,0,0,2003,2003m12
1092605,1,0,0,0,2004,2004m12
1092605,0,0,0,0,2005,2005m12
1092619,0,0,0,0,2001,2001m4
1092619,0,0,0,0,2002,2002m4
1092619,0,0,0,0,2003,2003m4
1092619,0,,,,2004,2004m4
1092619,0,,,,2005,2005m4
1092642,0,0,0,0,2000,2000m8
1092657,0,0,0,0,1999,1999m12
1092657,0,0,0,0,2000,2000m12
1092661,0,,,,1999,1999m12
1092661,0,,,,2000,2000m12
1092662,0,,,,2000,2000m3
1092662,0,,,,2001,2001m3
1092662,0,,,,2001,2001m9
1092662,0,,,,2002,2002m9
1092662,0,,,,2003,2003m9
1092662,0,,,,2004,2004m12
1092662,0,,,,2005,2005m12
1092662,0,0,0,0,2006,2006m12
1092662,0,0,0,0,2007,2007m12
1092662,0,0,0,0,2008,2008m12
1092662,0,,,,2009,2009m12
1092662,0,,,,2010,2010m12
1092662,0,,,,2011,2011m12
1092662,0,,,,2012,2012m12
1092662,0,,,,2013,2013m12
1092662,0,,,,2014,2014m12
1092662,0,,,,2015,2015m12
1092662,0,0,0,0,2016,2016m12
1092662,0,0,0,0,2017,2017m12
1092662,0,,,,2018,2018m12
1092662,0,0,0,0,2019,2019m12
1092662,0,0,0,0,2020,2020m12
1092662,0,0,0,0,2021,2021m12
1092662,0,0,0,0,2022,2022m12
1092699,0,0,0,0,2010,2010m12
1092699,0,0,0,0,2011,2011m12
1092699,0,0,0,0,2012,2012m12
1092699,0,0,0,0,2013,2013m12
1092699,0,0,0,0,2014,2014m12
1092699,0,0,0,0,2015,2015m12
1092699,0,0,0,0,2016,2016m12
1092699,0,0,0,0,2017,2017m12
1092699,0,0,0,0,2018,2018m12
1092699,0,0,0,0,2019,2019m12
1092699,0,0,0,0,2020,2020m12
1092699,0,0,0,0,2021,2021m12
1092699,0,0,0,0,2022,2022m12
1092699,0,0,0,0,2023,2023m12
1092753,0,,,,1999,1999m9
1092753,0,,,,2000,2000m9
1092753,0,,,,2001,2001m9
1092753,0,,,,2002,2002m9
1092753,1,0,0,0,2003,2003m9
1092753,0,0,0,0,2004,2004m9
1092753,0,0,0,0,2005,2005m9
1092762,0,,,,2000,2000m2
1092762,0,0,0,0,2001,2001m2
1092762,0,,,,2002,2002m4
1092762,0,,,,2003,2003m4
1092789,0,0,0,0,2000,2000m6
1092789,0,0,0,0,2001,2001m6
1092789,0,0,0,0,2002,2002m6
1092791,0,0,0,0,2000,2000m6
1092791,0,0,0,0,2001,2001m6
1092791,0,0,0,0,2002,2002m6
1092791,0,0,0,0,2003,2003m3
1092791,0,0,0,0,2003,2003m6
1092791,0,0,0,0,2004,2004m3
1092791,0,0,0,0,2005,2005m3
1092791,0,0,0,0,2006,2006m3
1092791,0,0,0,0,2007,2007m3
1092791,0,0,0,0,2008,2008m3
1092791,0,0,0,0,2009,2009m3
1092791,0,0,0,0,2010,2010m3
1092791,0,,,,2011,2011m3
1092791,0,,,,2012,2012m3
1092793,0,0,0,0,2000,2000m6
1092793,0,0,0,0,2001,2001m6
1092793,0,0,0,0,2002,2002m6
1092793,0,0,0,0,2003,2003m6
1092793,0,0,0,0,2004,2004m6
1092793,1,0,0,0,2005,2005m6
1092793,1,0,0,0,2006,2006m6
1092793,1,0,0,0,2007,2007m6
1092793,1,0,0,0,2008,2008m6
1092794,0,0,0,0,2000,2000m6
1092794,0,0,0,0,2001,2001m6
1092794,0,0,0,0,2002,2002m6
1092794,0,0,0,0,2003,2003m6
1092795,0,0,0,0,2000,2000m6
1092795,0,0,0,0,2001,2001m6
1092795,0,0,0,0,2002,2002m6
1092795,0,0,0,0,2003,2003m6
1092796,0,0,0,0,2000,2000m12
1092796,0,0,0,0,2002,2002m4
1092796,1,0,0,0,2003,2003m4
1092796,1,0,0,0,2004,2004m4
1092796,1,0,0,0,2005,2005m4
1092796,1,0,0,0,2006,2006m4
1092796,1,0,0,0,2007,2007m4
1092796,1,0,0,0,2008,2008m4
1092796,1,1,0,0,2009,2009m4
1092796,1,1,0,0,2010,2010m4
1092796,1,1,0,0,2011,2011m4
1092796,0,1,0,0,2012,2012m4
1092796,0,0,0,0,2013,2013m4
1092796,0,0,0,0,2014,2014m4
1092796,0,0,0,0,2015,2015m4
1092796,1,0,1,0,2016,2016m4
1092796,1,0,1,0,2017,2017m4
1092796,1,0,1,0,2018,2018m4
1092796,1,0,1,0,2019,2019m4
1092796,1,0,1,0,2020,2020m4
1092796,0,0,1,0,2021,2021m4
1092796,0,0,0,0,2022,2022m4
1092796,0,0,0,0,2023,2023m4
1092796,0,0,0,0,2024,2024m4
1092797,0,0,0,0,2001,2001m6
1092797,0,,,,2002,2002m6
1092797,0,,,,2004,2004m6
1092798,0,0,0,0,2000,2000m6
1092798,0,0,0,0,2001,2001m6
1092798,0,0,0,0,2002,2002m6
1092798,0,0,0,0,2003,2003m6
1092798,0,0,0,0,2004,2004m6
1092798,0,0,0,0,2005,2005m6
1092800,0,0,0,0,2001,2001m6
1092800,0,0,0,0,2002,2002m6
1092800,0,0,0,0,2003,2003m6
1092800,0,0,0,0,2004,2004m6
1092800,0,,,,2005,2005m8
1092800,0,0,0,0,2006,2006m8
1092800,0,0,0,0,2007,2007m8
1092800,0,0,0,0,2008,2008m12
1092800,0,0,0,0,2009,2009m12
1092800,0,0,0,0,2010,2010m12
1092801,0,0,0,0,2000,2000m6
1092801,0,0,0,0,2001,2001m6
1092801,0,0,0,0,2002,2002m6
1092802,0,0,0,0,2000,2000m6
1092802,0,,,,2001,2001m12
1092802,0,,,,2002,2002m12
1092802,0,0,0,0,2003,2003m12
1092802,0,0,0,0,2004,2004m12
1092802,0,0,0,0,2005,2005m12
1092802,0,0,0,0,2006,2006m12
1092802,0,0,0,0,2007,2007m12
1092802,0,0,0,0,2008,2008m12
1092802,0,,,,2009,2009m12
1092802,0,0,0,0,2010,2010m12
1092804,0,0,0,0,2000,2000m12
1092805,0,0,0,0,2000,2000m6
1092805,0,0,0,0,2001,2001m6
1092805,0,0,0,0,2002,2002m6
1092805,0,0,0,0,2003,2003m6
1092807,0,0,0,0,2000,2000m10
1092807,0,0,0,0,2001,2001m10
1092807,0,0,0,0,2002,2002m10
1092807,0,0,0,0,2003,2003m10
1092807,0,0,0,0,2004,2004m10
1092807,0,0,0,0,2005,2005m10
1092807,0,0,0,0,2006,2006m10
1092807,0,0,0,0,2007,2007m10
1092807,0,0,0,0,2008,2008m10
1092807,0,0,0,1,2009,2009m10
1092807,0,0,0,1,2010,2010m10
1092808,0,0,0,0,2000,2000m6
1092808,0,0,0,0,2001,2001m6
1092808,0,0,0,0,2002,2002m6
1092808,0,0,0,0,2003,2003m6
1092825,1,1,1,1,1999,1999m12
1092825,1,1,1,1,2000,2000m12
1092825,1,1,1,1,2001,2001m12
1092825,1,1,1,1,2002,2002m12
1092825,1,1,1,0,2003,2003m12
1092839,0,,,,1999,1999m12
1092839,0,,,,2000,2000m12
1092839,0,,,,2002,2002m12
1092839,0,,,,2003,2003m12
1092839,0,0,0,0,2004,2004m12
1092839,1,0,0,0,2005,2005m12
1092839,1,0,0,0,2006,2006m12
1092839,1,0,0,0,2007,2007m12
1092839,1,0,0,0,2008,2008m12
1092839,1,0,0,0,2009,2009m12
1092839,1,0,0,0,2010,2010m12
1092839,1,0,0,0,2011,2011m12
1092839,1,0,0,0,2012,2012m12
1092839,1,0,0,1,2013,2013m12
1092914,1,0,0,0,1999,1999m12
1092914,0,0,0,0,2000,2000m12
1092914,0,0,0,0,2001,2001m12
1092914,0,0,0,0,2002,2002m12
1092914,0,0,0,0,2003,2003m12
1092914,1,0,0,1,2004,2004m12
1092914,1,0,0,0,2005,2005m12
1092914,1,0,0,1,2006,2006m12
1092914,1,0,1,1,2007,2007m12
1092914,1,0,1,1,2008,2008m12
1092914,1,0,1,1,2009,2009m12
1092914,1,0,1,1,2010,2010m12
1092914,1,0,1,1,2011,2011m12
1092914,1,0,1,1,2012,2012m12
1092914,1,0,0,1,2013,2013m12
1092914,1,0,0,1,2014,2014m12
1092915,0,,,,2000,2000m10
1092917,0,0,0,0,1999,1999m12
1092917,0,0,0,0,2000,2000m12
1092917,0,0,0,0,2001,2001m12
1092917,0,0,0,0,2002,2002m12
1092935,1,0,1,0,1999,1999m12
1092935,1,0,1,0,2000,2000m12
1092935,1,0,1,0,2001,2001m12
1092945,0,,,,2010,2010m12
1092959,0,0,0,0,2004,2004m12
1092959,0,0,0,0,2005,2005m12
1092959,0,,,,2006,2006m12
1092959,0,0,0,0,2007,2007m12
1092976,0,,,,1999,1999m12
1092976,0,,,,2000,2000m12
1092976,0,,,,2001,2001m12
1092976,0,,,,2003,2003m7
1092976,0,,,,2004,2004m7
1092976,0,0,0,0,2005,2005m7
1093061,0,,,,2000,2000m8
1093071,1,0,0,0,2000,2000m6
1093082,0,0,0,0,1999,1999m12
1093082,1,0,1,0,2000,2000m12
1093082,1,0,1,0,2001,2001m12
1093082,1,0,1,0,2002,2002m12
1093082,1,0,1,0,2003,2003m12
1093082,1,0,1,0,2004,2004m12
1093082,1,0,1,0,2005,2005m12
1093082,1,0,1,0,2006,2006m12
1093082,1,0,1,0,2007,2007m12
1093082,1,0,1,0,2008,2008m12
1093082,0,,,,2009,2009m12
1093082,0,,,,2010,2010m12
1093082,0,,,,2011,2011m12
1093082,0,,,,2012,2012m12
1093082,0,,,,2013,2013m12
1093082,0,,,,2014,2014m12
1093082,0,,,,2015,2015m12
1093082,0,,,,2016,2016m12
1093082,0,,,,2017,2017m12
1093082,0,,,,2018,2018m12
1093082,0,0,0,0,2019,2019m12
1093082,0,,,,2020,2020m12
1093082,0,,,,2021,2021m12
1093159,0,,,,1999,1999m12
1093159,0,0,0,0,2000,2000m12
1093159,0,,,,2001,2001m12
1093170,0,,,,2000,2000m5
1093173,0,,,,1999,1999m12
1093192,0,0,0,0,1999,1999m10
1093193,0,,,,1999,1999m12
1093193,0,0,0,0,2000,2000m12
1093193,0,,,,2001,2001m12
1093193,0,,,,2002,2002m12
1093207,0,0,0,0,1999,1999m10
1093207,0,0,0,0,2000,2000m10
1093207,1,0,0,0,2001,2001m10
1093207,1,0,0,0,2002,2002m10
1093207,0,0,0,0,2003,2003m10
1093207,0,0,0,0,2004,2004m10
1093207,0,0,0,0,2011,2011m10
1093207,0,0,0,0,2012,2012m10
1093207,1,0,0,0,2013,2013m10
1093207,1,0,0,0,2014,2014m10
1093207,1,0,0,0,2015,2015m10
1093207,0,0,0,0,2016,2016m10
1093221,1,0,0,0,1999,1999m12
1093221,1,0,0,0,2000,2000m12
1093242,1,0,0,0,1999,1999m12
1093242,1,0,0,0,2000,2000m12
1093242,0,0,0,0,2001,2001m12
1093242,0,0,0,0,2002,2002m12
1093247,0,,,,1999,1999m12
1093248,0,,,,2000,2000m4
1093248,0,,,,2001,2001m4
1093248,0,,,,2002,2002m4
1093248,0,,,,2003,2003m4
1093248,0,,,,2004,2004m4
1093248,0,,,,2005,2005m4
1093248,0,,,,2006,2006m4
1093248,0,0,0,0,2007,2007m4
1093248,0,0,0,0,2008,2008m4
1093248,0,0,0,0,2009,2009m4
1093248,0,0,0,0,2010,2010m4
1093248,0,0,0,0,2011,2011m4
1093248,0,0,0,0,2012,2012m4
1093248,0,0,0,0,2013,2013m4
1093248,0,0,0,0,2014,2014m4
1093248,0,0,0,0,2015,2015m4
1093248,0,0,0,0,2016,2016m4
1093248,0,0,0,0,2017,2017m4
1093273,0,0,0,0,1999,1999m12
1093273,0,0,0,0,2000,2000m12
1093273,0,0,0,0,2001,2001m12
1093273,1,0,1,0,2002,2002m12
1093273,1,0,1,0,2003,2003m12
1093273,1,0,1,0,2004,2004m12
1093273,1,0,1,0,2005,2005m12
1093273,1,0,1,0,2006,2006m12
1093273,1,0,1,0,2007,2007m12
1093285,0,,,,1999,1999m10
1093285,0,,,,2000,2000m10
1093285,0,,,,2001,2001m10
1093285,0,0,0,0,2002,2002m10
1093285,0,0,0,0,2003,2003m10
1093285,0,0,0,0,2004,2004m10
1093285,0,0,0,0,2005,2005m10
1093285,0,0,0,0,2006,2006m10
1093285,0,0,0,0,2007,2007m10
1093285,0,0,0,0,2008,2008m10
1093285,0,0,0,0,2009,2009m10
1093285,0,0,0,0,2010,2010m10
1093285,0,0,0,0,2011,2011m10
1093285,0,0,0,0,2012,2012m10
1093285,0,0,0,0,2013,2013m10
1093285,0,0,0,0,2014,2014m10
1093285,0,0,0,0,2015,2015m10
1093288,0,0,0,0,1999,1999m12
1093288,0,0,0,0,2000,2000m12
1093341,0,0,0,0,2000,2000m3
1093367,1,0,1,1,2000,2000m4
1093367,1,0,0,1,2000,2000m12
1093371,0,,,,1999,1999m12
1093371,0,,,,2000,2000m12
1093382,0,,,,2000,2000m12
1093382,0,,,,2001,2001m12
1093429,0,,,,1999,1999m12
1093430,0,,,,2000,2000m12
1093430,0,,,,2001,2001m12
1093430,0,,,,2002,2002m12
1093430,0,,,,2003,2003m12
1093430,0,,,,2004,2004m12
1093430,0,,,,2005,2005m9
1093430,0,0,0,0,2006,2006m9
1093430,0,0,0,0,2007,2007m9
1093430,1,0,0,0,2008,2008m9
1093430,1,0,0,1,2009,2009m9
1093430,1,0,0,1,2010,2010m9
1093430,1,0,0,1,2011,2011m9
1093430,1,0,0,1,2012,2012m9
1093430,1,0,0,1,2013,2013m9
1093430,1,0,0,1,2014,2014m9
1093430,1,0,0,0,2015,2015m9
1093432,0,0,0,0,1999,1999m12
1093432,0,0,0,0,2000,2000m12
1093432,0,0,0,0,2001,2001m12
1093432,0,0,0,0,2002,2002m12
1093432,0,0,0,0,2003,2003m12
1093432,0,0,0,0,2004,2004m12
1093434,0,0,0,0,1999,1999m12
1093434,0,0,0,0,2000,2000m12
1093434,1,0,0,0,2001,2001m12
1093434,1,0,0,0,2002,2002m12
1093434,1,0,0,0,2003,2003m12
1093434,1,0,1,0,2004,2004m12
1093434,1,0,1,0,2005,2005m12
1093434,0,0,0,0,2006,2006m12
1093434,0,0,0,0,2007,2007m12
1093434,0,0,0,0,2008,2008m12
1093434,0,0,0,0,2009,2009m12
1093509,0,,,,2000,2000m5
1093509,0,,,,2001,2001m5
1093513,0,0,0,0,1999,1999m12
1093519,1,0,0,0,1999,1999m12
1093546,0,0,0,0,1999,1999m12
1093546,0,0,0,0,2000,2000m12
1093546,0,0,0,0,2001,2001m12
1093546,0,0,0,0,2002,2002m12
1093546,0,0,0,0,2003,2003m12
1093546,0,0,0,0,2004,2004m12
1093546,1,0,0,0,2005,2005m12
1093557,0,,,,2005,2005m12
1093557,0,0,0,0,2006,2006m12
1093557,0,0,0,0,2007,2007m12
1093557,0,0,0,0,2008,2008m12
1093557,0,0,0,0,2009,2009m12
1093557,0,0,0,0,2010,2010m12
1093557,0,0,0,0,2011,2011m12
1093557,0,0,0,0,2012,2012m12
1093557,0,0,0,0,2013,2013m12
1093557,0,0,0,0,2014,2014m12
1093557,0,0,0,0,2015,2015m12
1093557,0,0,0,0,2016,2016m12
1093557,0,0,0,0,2017,2017m12
1093557,1,1,0,0,2018,2018m12
1093557,1,1,0,0,2019,2019m12
1093557,1,0,0,0,2020,2020m12
1093557,1,1,0,0,2021,2021m12
1093557,1,1,0,0,2022,2022m12
1093557,1,1,0,0,2023,2023m12
1093568,0,,,,2000,2000m6
1093568,0,,,,2000,2000m12
1093576,0,0,0,0,2000,2000m4
1093576,0,0,0,0,2001,2001m4
1093576,0,0,0,0,2002,2002m4
1093576,0,0,0,0,2003,2003m4
1093580,1,0,0,0,1999,1999m12
1093586,0,,,,2000,2000m7
1093586,0,,,,2001,2001m7
1093636,0,0,0,0,2000,2000m12
1093636,0,,,,2001,2001m12
1093636,0,,,,2002,2002m12
1093636,0,,,,2003,2003m12
1093636,0,,,,2004,2004m12
1093636,0,0,0,0,2005,2005m12
1093636,0,0,0,0,2006,2006m12
1093636,0,0,0,0,2007,2007m12
1093636,0,0,0,0,2021,2021m12
1093636,0,0,0,0,2022,2022m12
1093636,0,0,0,0,2023,2023m12
1093644,1,0,1,0,1999,1999m12
1093644,1,0,1,0,2001,2001m12
1093644,1,0,1,0,2002,2002m12
1093644,1,0,1,0,2003,2003m12
1093644,1,0,1,0,2004,2004m12
1093644,1,0,1,0,2005,2005m12
1093649,0,0,0,0,2004,2004m12
1093649,0,0,0,0,2005,2005m12
1093649,0,0,0,0,2006,2006m12
1093649,0,0,0,0,2007,2007m12
1093649,0,0,0,0,2008,2008m12
1093649,0,0,0,0,2009,2009m12
1093649,0,0,0,0,2010,2010m12
1093649,0,0,0,0,2011,2011m12
1093649,0,0,0,0,2012,2012m12
1093649,0,0,0,0,2013,2013m12
1093661,0,0,0,1,2000,2000m12
1093661,1,0,0,1,2001,2001m12
1093661,1,0,0,1,2002,2002m12
1093661,1,0,0,1,2003,2003m12
1093661,1,0,0,1,2004,2004m12
1093661,1,0,0,1,2005,2005m12
1093661,1,0,0,1,2006,2006m12
1093661,1,0,0,1,2007,2007m12
1093661,1,0,0,1,2008,2008m12
1093661,1,0,0,1,2009,2009m12
1093661,1,0,0,1,2010,2010m12
1093661,0,0,0,1,2011,2011m12
1093663,0,0,0,0,2000,2000m6
1093663,0,0,0,0,2001,2001m6
1093665,0,0,0,0,1999,1999m12
1093665,1,0,1,0,2006,2006m12
1093665,1,0,0,0,2007,2007m9
1093665,1,0,1,0,2008,2008m9
1093665,1,0,1,0,2009,2009m9
1093666,0,0,0,0,1999,1999m12
1093666,1,0,1,0,2006,2006m12
1093666,1,0,0,0,2007,2007m9
1093666,1,0,1,0,2008,2008m9
1093666,1,0,1,0,2009,2009m9
1093672,1,0,1,0,1999,1999m12
1093672,1,0,1,0,2000,2000m12
1093672,1,0,1,0,2001,2001m12
1093672,1,0,1,0,2002,2002m12
1093672,1,0,1,0,2003,2003m12
1093672,1,0,1,0,2004,2004m12
1093672,1,0,1,0,2005,2005m12
1093672,1,0,1,0,2006,2006m12
1093672,1,0,1,0,2007,2007m12
1093672,0,0,0,0,2008,2008m12
1093672,0,0,0,0,2009,2009m12
1093672,0,0,0,0,2010,2010m12
1093672,0,0,0,0,2011,2011m12
1093672,0,0,0,0,2012,2012m12
1093672,0,0,0,0,2013,2013m12
1093672,0,0,0,0,2014,2014m12
1093672,0,0,0,0,2015,2015m12
1093672,0,0,0,0,2016,2016m12
1093672,0,0,0,0,2017,2017m12
1093672,0,0,0,0,2018,2018m12
1093672,1,0,1,0,2019,2019m12
1093672,1,0,1,0,2020,2020m12
1093672,0,0,1,0,2021,2021m12
1093672,0,0,1,0,2022,2022m12
